id_consumo,id_reserva,id_huesped_reserva,id_servicio,nombre_servicio,precio_aplicado,cantidad,anulado,fecha_anulacion,fecha_consumo,pagado
15820,2904,5197,25,Cafetería,400,1,0,,2025-03-15 08:06:41,0
15821,2904,5197,16,Salón VIP,437,5,0,,2025-03-17 21:09:47,1
15822,2904,5197,25,Cafetería,400,5,0,,2025-03-15 04:02:01,1
15823,2905,5198,6,Minibar,376,3,0,,2025-08-14 23:41:19,0
15824,2905,5198,17,Eventos,149,5,0,,2025-08-11 10:56:16,1
15825,2905,5198,6,Minibar,376,5,0,,2025-08-16 17:34:59,0
15826,2905,5198,13,Internet Premium,473,2,0,,2025-08-17 16:12:09,0
15827,2905,5198,8,Piscina,435,1,0,,2025-08-13 20:54:10,0
15828,2905,5198,15,Guardería,283,1,0,,2025-08-15 09:50:32,1
15829,2905,5198,6,Minibar,376,3,0,,2025-08-14 04:32:54,0
15830,2905,5198,4,Cena,436,2,0,,2025-08-16 08:13:44,0
15831,2905,5198,10,Tour,38,3,0,,2025-08-16 02:33:18,1
15832,2906,5201,15,Guardería,283,5,0,,2026-06-28 17:13:14,1
15833,2906,5201,20,Late Checkout,461,2,0,,2026-06-26 04:15:56,1
15834,2908,5204,6,Minibar,376,3,0,,2025-08-30 22:13:52,1
15835,2908,5204,30,Seguridad,430,3,1,2026-01-11 05:28:28,2025-08-29 23:34:39,0
15836,2908,5204,17,Eventos,149,2,0,,2025-08-29 16:34:22,0
15837,2908,5204,28,Checkin VIP,274,1,0,,2025-08-29 10:37:16,1
15838,2908,5204,21,Excursiones,463,5,0,,2025-08-27 12:39:06,1
15839,2908,5204,16,Salón VIP,437,3,0,,2025-08-31 10:58:27,0
15840,2908,5204,5,Room Service,445,5,0,,2025-08-27 04:42:04,1
15841,2908,5204,18,Limpieza Extra,405,5,0,,2025-08-31 10:16:43,1
15842,2908,5204,6,Minibar,376,2,0,,2025-08-29 22:57:08,1
15843,2908,5204,8,Piscina,435,2,0,,2025-08-28 19:46:34,1
15844,2909,5205,19,Pet Care,166,3,1,2026-01-03 06:27:56,2024-10-12 19:08:04,1
15845,2909,5205,30,Seguridad,430,3,0,,2024-10-17 14:57:35,1
15846,2909,5205,15,Guardería,283,2,0,,2024-10-14 16:23:36,0
15847,2909,5205,20,Late Checkout,461,5,0,,2024-10-14 15:33:12,0
15848,2909,5205,10,Tour,38,1,1,2026-02-19 13:40:47,2024-10-14 15:13:11,1
15849,2909,5205,14,Parqueadero,181,5,0,,2024-10-17 11:20:14,1
15850,2909,5205,17,Eventos,149,1,0,,2024-10-21 03:19:26,0
15851,2909,5205,6,Minibar,376,5,0,,2024-10-13 03:55:20,1
15852,2909,5205,24,Buffet,243,4,0,,2024-10-13 15:57:55,0
15853,2909,5205,25,Cafetería,400,1,0,,2024-10-18 02:55:43,1
15854,2910,5207,6,Minibar,376,3,0,,2025-02-19 19:48:21,0
15855,2910,5207,27,Alquiler Auto,193,2,0,,2025-02-19 03:18:42,0
15856,2910,5207,8,Piscina,435,1,0,,2025-02-22 06:12:08,1
15857,2910,5207,6,Minibar,376,1,0,,2025-02-19 03:35:15,1
15858,2910,5207,1,Spa,73,3,0,,2025-02-22 14:22:48,1
15859,2910,5207,6,Minibar,376,1,0,,2025-02-15 00:56:40,1
15860,2910,5207,30,Seguridad,430,4,1,2026-03-10 22:38:56,2025-02-20 03:00:53,1
15861,2910,5207,28,Checkin VIP,274,5,1,2026-02-15 09:53:05,2025-02-16 23:46:42,0
15862,2910,5207,9,Gimnasio,52,5,0,,2025-02-21 06:37:33,1
15863,2910,5207,1,Spa,73,2,0,,2025-02-19 20:55:41,1
15864,2910,5207,26,Niñera,478,4,0,,2025-02-15 19:59:04,0
15865,2911,5211,7,Transporte,343,4,0,,2025-12-21 18:22:49,1
15866,2911,5211,15,Guardería,283,4,0,,2025-12-22 09:01:07,0
15867,2911,5211,17,Eventos,149,4,0,,2025-12-27 21:30:00,1
15868,2911,5211,2,Lavandería,88,3,0,,2025-12-27 16:22:32,1
15869,2911,5211,4,Cena,436,1,0,,2025-12-29 20:22:48,0
15870,2911,5211,17,Eventos,149,1,0,,2025-12-26 15:40:20,1
15871,2912,5212,13,Internet Premium,473,2,0,,2025-04-11 04:16:18,1
15872,2912,5212,28,Checkin VIP,274,2,0,,2025-04-09 06:54:24,1
15873,2912,5212,7,Transporte,343,2,0,,2025-03-26 03:26:02,0
15874,2912,5212,10,Tour,38,5,0,,2025-04-09 10:48:10,0
15875,2912,5212,24,Buffet,243,3,0,,2025-03-27 23:22:44,0
15876,2912,5212,3,Desayuno,200,4,0,,2025-04-04 17:42:23,1
15877,2912,5212,17,Eventos,149,4,0,,2025-04-06 08:44:50,1
15878,2912,5212,18,Limpieza Extra,405,1,0,,2025-04-12 17:31:38,0
15879,2912,5212,11,Masajes,123,2,0,,2025-04-07 00:11:09,1
15880,2912,5212,6,Minibar,376,1,0,,2025-04-05 07:29:25,1
15881,2913,5213,1,Spa,73,2,0,,2024-06-05 15:05:37,0
15882,2915,5220,15,Guardería,283,1,1,2026-04-02 03:24:55,2025-08-26 13:44:48,1
15883,2915,5220,13,Internet Premium,473,4,0,,2025-08-29 05:56:57,1
15884,2915,5220,26,Niñera,478,4,0,,2025-09-02 13:02:25,0
15885,2915,5220,11,Masajes,123,2,0,,2025-08-28 00:09:14,0
15886,2915,5220,1,Spa,73,2,0,,2025-09-05 11:54:54,0
15887,2915,5220,28,Checkin VIP,274,5,0,,2025-08-21 03:43:33,1
15888,2915,5220,20,Late Checkout,461,2,0,,2025-08-24 10:02:22,0
15889,2916,5224,10,Tour,38,4,0,,2025-11-15 09:30:08,1
15890,2916,5224,1,Spa,73,4,0,,2025-11-14 11:46:01,0
15891,2916,5224,12,Bar,425,5,0,,2025-11-17 07:48:39,0
15892,2916,5224,16,Salón VIP,437,4,0,,2025-11-15 02:28:34,1
15893,2916,5224,4,Cena,436,4,0,,2025-11-16 17:17:45,0
15894,2916,5224,30,Seguridad,430,4,0,,2025-11-15 06:47:26,1
15895,2916,5224,28,Checkin VIP,274,4,0,,2025-11-18 15:19:01,1
15896,2917,5225,20,Late Checkout,461,1,0,,2025-07-11 00:36:31,0
15897,2917,5225,6,Minibar,376,2,0,,2025-07-02 22:36:11,0
15898,2917,5225,12,Bar,425,2,0,,2025-07-06 04:17:19,1
15899,2917,5225,30,Seguridad,430,5,0,,2025-07-02 16:09:33,1
15900,2917,5225,1,Spa,73,4,0,,2025-07-08 11:29:46,1
15901,2917,5225,9,Gimnasio,52,5,1,2026-03-23 16:30:46,2025-06-30 22:33:37,1
15902,2917,5225,14,Parqueadero,181,4,0,,2025-07-01 01:44:46,0
15903,2917,5225,23,Conferencias,429,4,0,,2025-07-05 20:45:04,0
15904,2917,5225,15,Guardería,283,1,0,,2025-07-09 02:24:37,1
15905,2917,5225,14,Parqueadero,181,4,0,,2025-07-09 09:47:28,0
15906,2917,5225,30,Seguridad,430,5,0,,2025-07-01 09:25:35,0
15907,2918,5226,20,Late Checkout,461,1,0,,2025-05-14 05:57:16,1
15908,2918,5226,26,Niñera,478,4,0,,2025-05-14 19:24:01,0
15909,2918,5226,6,Minibar,376,2,0,,2025-05-14 06:45:51,0
15910,2918,5226,1,Spa,73,5,0,,2025-05-14 06:08:32,0
15911,2918,5226,5,Room Service,445,5,0,,2025-05-14 07:04:53,1
15912,2918,5226,8,Piscina,435,1,0,,2025-05-14 23:38:56,1
15913,2918,5226,14,Parqueadero,181,2,0,,2025-05-14 11:49:14,1
15914,2918,5226,14,Parqueadero,181,4,0,,2025-05-14 18:55:10,0
15915,2918,5226,27,Alquiler Auto,193,1,0,,2025-05-14 11:26:50,0
15916,2918,5226,5,Room Service,445,1,1,2026-04-15 22:27:06,2025-05-14 19:27:44,1
15917,2918,5226,3,Desayuno,200,3,0,,2025-05-14 10:52:19,0
15918,2918,5226,29,Fotografía,208,5,0,,2025-05-14 16:59:20,0
15919,2919,5227,22,Jacuzzi,159,4,0,,2024-09-21 22:07:38,1
15920,2919,5227,30,Seguridad,430,1,0,,2024-09-22 21:31:22,0
15921,2920,5228,18,Limpieza Extra,405,4,0,,2026-07-13 07:57:12,0
15922,2920,5228,30,Seguridad,430,3,0,,2026-07-09 23:07:01,0
15923,2920,5228,24,Buffet,243,5,0,,2026-07-08 11:49:11,0
15924,2920,5228,12,Bar,425,3,0,,2026-07-12 00:26:54,1
15925,2920,5228,13,Internet Premium,473,3,1,2026-03-08 08:20:32,2026-07-11 16:04:57,1
15926,2920,5228,13,Internet Premium,473,3,0,,2026-07-08 18:11:28,1
15927,2920,5228,3,Desayuno,200,1,0,,2026-07-09 14:50:00,0
15928,2920,5228,5,Room Service,445,5,0,,2026-07-13 18:32:40,0
15929,2920,5228,21,Excursiones,463,5,0,,2026-07-13 15:41:45,0
15930,2920,5228,9,Gimnasio,52,4,0,,2026-07-09 07:45:34,0
15931,2921,5230,23,Conferencias,429,5,0,,2026-03-13 04:54:09,1
15932,2921,5230,6,Minibar,376,2,0,,2026-03-06 23:28:57,0
15933,2921,5230,26,Niñera,478,5,0,,2026-03-09 09:36:26,1
15934,2921,5230,28,Checkin VIP,274,2,0,,2026-03-05 12:44:02,1
15935,2921,5230,21,Excursiones,463,3,0,,2026-03-13 11:43:47,1
15936,2921,5230,21,Excursiones,463,5,0,,2026-03-09 18:46:11,1
15937,2921,5230,5,Room Service,445,3,0,,2026-03-09 21:14:07,1
15938,2921,5230,5,Room Service,445,4,0,,2026-03-13 22:48:19,0
15939,2921,5230,10,Tour,38,1,0,,2026-03-09 12:48:42,0
15940,2922,5233,18,Limpieza Extra,405,4,0,,2025-05-01 14:37:53,0
15941,2922,5233,27,Alquiler Auto,193,4,0,,2025-05-01 06:12:10,0
15942,2922,5233,17,Eventos,149,5,0,,2025-05-03 09:40:47,1
15943,2922,5233,2,Lavandería,88,5,0,,2025-05-01 22:22:19,1
15944,2922,5233,27,Alquiler Auto,193,5,0,,2025-05-01 14:49:51,1
15945,2922,5233,20,Late Checkout,461,4,0,,2025-05-03 06:48:23,0
15946,2922,5233,27,Alquiler Auto,193,1,0,,2025-05-03 01:04:34,0
15947,2922,5233,24,Buffet,243,2,0,,2025-05-03 20:37:30,0
15948,2922,5233,3,Desayuno,200,4,0,,2025-05-03 01:25:54,0
15949,2922,5233,21,Excursiones,463,2,0,,2025-05-02 22:15:44,1
15950,2924,5237,18,Limpieza Extra,405,3,0,,2025-02-24 14:31:01,0
15951,2925,5238,10,Tour,38,5,0,,2025-10-02 03:43:27,1
15952,2925,5238,7,Transporte,343,2,0,,2025-09-27 22:23:14,1
15953,2925,5238,11,Masajes,123,1,0,,2025-10-01 00:07:16,1
15954,2925,5238,25,Cafetería,400,3,0,,2025-09-27 02:29:50,1
15955,2925,5238,14,Parqueadero,181,2,0,,2025-10-04 00:56:52,0
15956,2925,5238,26,Niñera,478,4,0,,2025-10-03 03:02:42,0
15957,2925,5238,9,Gimnasio,52,4,0,,2025-09-28 03:52:01,1
15958,2926,5240,29,Fotografía,208,2,0,,2025-07-04 05:16:18,1
15959,2926,5240,17,Eventos,149,5,0,,2025-06-25 11:47:59,1
15960,2926,5240,22,Jacuzzi,159,3,1,2026-05-09 13:04:31,2025-07-04 23:36:01,1
15961,2926,5240,16,Salón VIP,437,1,0,,2025-06-24 19:40:01,0
15962,2926,5240,21,Excursiones,463,3,0,,2025-07-10 18:33:02,1
15963,2927,5242,29,Fotografía,208,1,0,,2025-01-06 01:05:31,0
15964,2927,5242,10,Tour,38,2,0,,2025-01-07 15:54:22,0
15965,2927,5242,23,Conferencias,429,1,0,,2025-01-10 19:43:10,0
15966,2927,5242,10,Tour,38,2,0,,2025-01-08 17:48:43,1
15967,2927,5242,21,Excursiones,463,2,0,,2025-01-11 06:30:57,1
15968,2927,5242,28,Checkin VIP,274,4,0,,2025-01-11 23:15:15,0
15969,2927,5242,21,Excursiones,463,5,0,,2025-01-09 21:58:43,0
15970,2927,5242,14,Parqueadero,181,2,0,,2025-01-05 21:54:26,0
15971,2927,5242,29,Fotografía,208,3,1,2026-04-19 15:36:00,2025-01-09 05:35:30,0
15972,2927,5242,12,Bar,425,4,0,,2025-01-11 05:57:43,1
15973,2927,5242,30,Seguridad,430,5,0,,2025-01-09 16:07:50,1
15974,2929,5244,8,Piscina,435,1,0,,2026-06-02 18:25:57,0
15975,2929,5244,26,Niñera,478,4,0,,2026-06-02 07:00:45,1
15976,2930,5249,21,Excursiones,463,4,0,,2025-08-21 12:57:39,1
15977,2930,5249,1,Spa,73,5,0,,2025-08-18 22:16:50,0
15978,2930,5249,26,Niñera,478,1,1,2026-01-18 00:23:06,2025-08-24 03:35:34,1
15979,2930,5249,20,Late Checkout,461,2,0,,2025-08-18 01:57:55,0
15980,2930,5249,12,Bar,425,5,1,2026-04-06 07:27:17,2025-08-25 05:22:24,1
15981,2930,5249,26,Niñera,478,3,0,,2025-08-21 22:53:24,1
15982,2930,5249,22,Jacuzzi,159,2,0,,2025-08-16 07:42:55,1
15983,2931,5251,7,Transporte,343,4,0,,2025-03-18 03:21:50,1
15984,2931,5251,26,Niñera,478,3,0,,2025-03-21 07:31:11,1
15985,2931,5251,14,Parqueadero,181,2,0,,2025-03-22 23:14:27,1
15986,2931,5251,3,Desayuno,200,5,0,,2025-03-19 12:41:33,1
15987,2931,5251,29,Fotografía,208,3,0,,2025-03-17 22:03:28,0
15988,2931,5251,30,Seguridad,430,5,0,,2025-03-21 22:10:05,0
15989,2931,5251,28,Checkin VIP,274,3,0,,2025-03-16 19:31:51,1
15990,2931,5251,5,Room Service,445,5,0,,2025-03-15 18:29:50,1
15991,2931,5251,22,Jacuzzi,159,5,0,,2025-03-20 23:39:49,0
15992,2931,5251,20,Late Checkout,461,1,0,,2025-03-13 02:36:56,1
15993,2931,5251,8,Piscina,435,1,0,,2025-03-20 08:57:21,0
15994,2932,5253,7,Transporte,343,5,0,,2026-01-02 04:15:16,1
15995,2932,5253,3,Desayuno,200,4,0,,2025-12-30 22:35:08,1
15996,2932,5253,3,Desayuno,200,1,1,2026-03-16 22:17:26,2025-12-25 10:38:35,1
15997,2932,5253,28,Checkin VIP,274,2,0,,2026-01-04 08:47:45,0
15998,2933,5255,17,Eventos,149,5,0,,2025-02-07 02:33:40,1
15999,2933,5255,8,Piscina,435,2,0,,2025-02-17 01:11:27,0
16000,2933,5255,7,Transporte,343,5,0,,2025-02-12 07:31:34,0
16001,2933,5255,6,Minibar,376,3,0,,2025-02-04 08:23:54,1
16002,2933,5255,21,Excursiones,463,2,0,,2025-02-11 20:31:14,0
16003,2933,5255,4,Cena,436,4,0,,2025-02-06 17:41:42,0
16004,2933,5255,2,Lavandería,88,3,0,,2025-02-04 01:33:06,1
16005,2933,5255,29,Fotografía,208,5,0,,2025-02-12 05:00:54,1
16006,2933,5255,27,Alquiler Auto,193,3,0,,2025-02-16 13:52:18,0
16007,2933,5255,12,Bar,425,5,0,,2025-02-12 12:38:24,0
16008,2933,5255,12,Bar,425,3,0,,2025-02-04 02:05:44,1
16009,2933,5255,25,Cafetería,400,5,0,,2025-02-14 13:20:16,1
16010,2934,5257,5,Room Service,445,5,0,,2025-08-03 07:53:34,0
16011,2934,5257,6,Minibar,376,1,0,,2025-07-31 08:46:16,1
16012,2934,5257,30,Seguridad,430,4,0,,2025-08-02 06:38:22,1
16013,2934,5257,10,Tour,38,5,0,,2025-07-30 22:38:11,1
16014,2934,5257,25,Cafetería,400,1,0,,2025-07-29 03:53:09,1
16015,2934,5257,20,Late Checkout,461,1,0,,2025-07-24 15:40:23,1
16016,2934,5257,7,Transporte,343,1,0,,2025-08-03 19:27:21,1
16017,2934,5257,7,Transporte,343,5,0,,2025-08-01 13:29:05,1
16018,2934,5257,3,Desayuno,200,1,0,,2025-07-24 00:59:49,1
16019,2934,5257,17,Eventos,149,4,0,,2025-07-25 07:18:46,0
16020,2934,5257,5,Room Service,445,4,0,,2025-07-30 03:22:32,1
16021,2936,5259,27,Alquiler Auto,193,5,0,,2024-08-05 02:54:08,1
16022,2936,5259,7,Transporte,343,4,0,,2024-08-13 00:34:07,1
16023,2936,5259,15,Guardería,283,1,0,,2024-08-14 08:50:44,0
16024,2936,5259,14,Parqueadero,181,1,0,,2024-08-06 21:02:41,0
16025,2936,5259,12,Bar,425,3,0,,2024-08-11 03:49:31,1
16026,2936,5259,24,Buffet,243,1,0,,2024-08-12 01:39:33,1
16027,2936,5259,7,Transporte,343,4,0,,2024-08-11 10:43:40,1
16028,2936,5259,14,Parqueadero,181,3,0,,2024-08-19 05:58:26,0
16029,2937,5263,13,Internet Premium,473,2,0,,2025-05-06 20:24:29,1
16030,2937,5263,11,Masajes,123,4,1,2026-01-08 22:30:02,2025-05-11 07:20:32,0
16031,2937,5263,16,Salón VIP,437,5,0,,2025-05-09 21:32:23,0
16032,2937,5263,18,Limpieza Extra,405,4,0,,2025-05-13 01:50:54,1
16033,2937,5263,3,Desayuno,200,5,0,,2025-05-11 21:21:50,0
16034,2937,5263,3,Desayuno,200,2,0,,2025-05-10 18:02:40,0
16035,2937,5263,21,Excursiones,463,3,0,,2025-05-03 03:38:37,0
16036,2937,5263,18,Limpieza Extra,405,2,1,2026-05-11 11:14:15,2025-05-09 19:49:45,0
16037,2937,5263,10,Tour,38,2,0,,2025-05-07 04:12:02,1
16038,2938,5264,28,Checkin VIP,274,4,0,,2024-07-18 05:29:52,1
16039,2938,5264,20,Late Checkout,461,5,0,,2024-07-26 14:03:00,1
16040,2939,5265,28,Checkin VIP,274,4,0,,2025-11-09 23:26:20,0
16041,2939,5265,4,Cena,436,4,0,,2025-11-02 15:46:21,1
16042,2939,5265,11,Masajes,123,5,1,2026-03-14 22:12:30,2025-11-06 22:55:37,0
16043,2939,5265,3,Desayuno,200,5,0,,2025-11-02 09:26:17,0
16044,2939,5265,1,Spa,73,4,0,,2025-10-27 23:01:57,1
16045,2940,5266,8,Piscina,435,2,0,,2026-06-30 18:42:08,1
16046,2940,5266,8,Piscina,435,3,0,,2026-06-30 11:30:44,0
16047,2940,5266,12,Bar,425,4,0,,2026-07-01 23:26:50,0
16048,2940,5266,21,Excursiones,463,5,0,,2026-07-01 11:00:45,0
16049,2940,5266,16,Salón VIP,437,3,0,,2026-06-30 07:48:03,1
16050,2940,5266,14,Parqueadero,181,3,0,,2026-07-01 02:03:19,0
16051,2940,5266,30,Seguridad,430,3,0,,2026-06-29 10:05:41,0
16052,2940,5266,26,Niñera,478,5,0,,2026-07-01 04:44:15,1
16053,2940,5266,1,Spa,73,2,0,,2026-06-29 09:16:28,1
16054,2940,5266,30,Seguridad,430,5,0,,2026-06-30 23:46:54,1
16055,2941,5267,13,Internet Premium,473,3,0,,2025-12-15 18:44:31,1
16056,2941,5267,7,Transporte,343,2,0,,2025-12-14 01:35:45,1
16057,2941,5267,3,Desayuno,200,4,0,,2025-12-17 14:38:13,0
16058,2941,5267,8,Piscina,435,3,1,2026-03-02 21:58:05,2025-12-14 14:55:46,0
16059,2941,5267,9,Gimnasio,52,5,0,,2025-12-13 22:36:07,1
16060,2941,5267,18,Limpieza Extra,405,1,1,2026-01-09 00:25:11,2025-12-15 18:06:52,0
16061,2941,5267,15,Guardería,283,2,0,,2025-12-16 19:35:20,0
16062,2941,5267,7,Transporte,343,2,1,2026-01-08 18:46:59,2025-12-17 00:52:40,1
16063,2941,5267,23,Conferencias,429,1,0,,2025-12-12 22:52:07,1
16064,2941,5267,3,Desayuno,200,3,0,,2025-12-12 19:31:21,0
16065,2941,5267,14,Parqueadero,181,2,0,,2025-12-17 02:07:59,1
16066,2942,5269,3,Desayuno,200,2,0,,2025-05-04 11:48:37,1
16067,2942,5269,2,Lavandería,88,5,0,,2025-04-30 17:13:09,1
16068,2942,5269,2,Lavandería,88,3,0,,2025-05-01 17:51:17,0
16069,2942,5269,5,Room Service,445,5,1,2026-03-17 18:31:23,2025-04-30 00:51:54,0
16070,2942,5269,8,Piscina,435,2,0,,2025-05-03 19:02:04,1
16071,2942,5269,3,Desayuno,200,2,0,,2025-04-22 22:26:15,1
16072,2942,5269,20,Late Checkout,461,1,0,,2025-04-26 04:07:41,0
16073,2942,5269,2,Lavandería,88,4,0,,2025-04-27 13:28:36,1
16074,2942,5269,14,Parqueadero,181,4,1,2026-01-05 10:03:03,2025-04-30 14:52:39,1
16075,2942,5269,23,Conferencias,429,2,0,,2025-05-04 09:23:10,0
16076,2944,5272,7,Transporte,343,2,0,,2025-07-15 17:10:35,0
16077,2944,5272,27,Alquiler Auto,193,4,0,,2025-07-10 23:31:05,1
16078,2944,5272,2,Lavandería,88,3,0,,2025-07-15 05:35:01,1
16079,2944,5272,11,Masajes,123,4,0,,2025-07-14 12:07:54,0
16080,2944,5272,3,Desayuno,200,2,0,,2025-07-16 20:17:17,0
16081,2944,5272,30,Seguridad,430,4,0,,2025-07-14 10:57:45,0
16082,2944,5272,11,Masajes,123,5,0,,2025-07-13 10:09:54,1
16083,2944,5272,24,Buffet,243,3,0,,2025-07-08 00:18:17,1
16084,2944,5272,4,Cena,436,2,0,,2025-07-09 07:57:03,0
16085,2944,5272,1,Spa,73,3,0,,2025-07-11 03:51:00,1
16086,2945,5274,7,Transporte,343,1,0,,2025-01-03 08:21:11,1
16087,2945,5274,4,Cena,436,4,0,,2025-01-04 21:12:14,0
16088,2945,5274,2,Lavandería,88,4,0,,2025-01-08 04:57:16,0
16089,2945,5274,6,Minibar,376,5,0,,2025-01-05 19:11:06,1
16090,2945,5274,16,Salón VIP,437,5,0,,2025-01-05 11:18:03,1
16091,2945,5274,14,Parqueadero,181,5,0,,2025-01-08 09:04:23,0
16092,2945,5274,25,Cafetería,400,5,0,,2025-01-05 08:21:18,1
16093,2945,5274,1,Spa,73,2,0,,2025-01-07 04:10:42,0
16094,2945,5274,8,Piscina,435,4,0,,2024-12-31 01:17:26,0
16095,2945,5274,23,Conferencias,429,5,0,,2025-01-07 14:17:54,0
16096,2945,5274,10,Tour,38,5,0,,2025-01-05 23:24:21,0
16097,2947,5279,11,Masajes,123,3,0,,2024-12-10 06:02:37,1
16098,2947,5279,21,Excursiones,463,4,0,,2024-12-10 06:38:14,0
16099,2947,5279,14,Parqueadero,181,1,0,,2024-12-11 03:36:45,1
16100,2947,5279,24,Buffet,243,1,0,,2024-12-11 02:00:55,1
16101,2947,5279,18,Limpieza Extra,405,1,1,2026-01-25 06:34:57,2024-12-10 05:35:56,1
16102,2947,5279,6,Minibar,376,4,0,,2024-12-10 15:45:28,0
16103,2947,5279,20,Late Checkout,461,1,0,,2024-12-10 17:40:48,1
16104,2947,5279,3,Desayuno,200,3,0,,2024-12-10 12:59:35,1
16105,2947,5279,9,Gimnasio,52,5,0,,2024-12-11 10:56:21,1
16106,2947,5279,11,Masajes,123,2,0,,2024-12-11 22:26:17,0
16107,2948,5282,23,Conferencias,429,4,0,,2024-05-31 02:59:58,1
16108,2948,5282,1,Spa,73,4,0,,2024-06-01 07:48:53,0
16109,2948,5282,13,Internet Premium,473,5,0,,2024-06-09 22:57:06,1
16110,2950,5285,9,Gimnasio,52,5,0,,2026-07-04 23:25:35,1
16111,2950,5285,9,Gimnasio,52,2,0,,2026-07-08 08:01:30,1
16112,2950,5285,28,Checkin VIP,274,2,1,2026-01-28 01:46:32,2026-07-06 19:10:37,0
16113,2950,5285,25,Cafetería,400,1,0,,2026-07-06 19:36:41,0
16114,2950,5285,20,Late Checkout,461,1,0,,2026-07-07 19:48:05,1
16115,2951,5286,9,Gimnasio,52,2,0,,2025-01-26 13:02:25,0
16116,2951,5286,28,Checkin VIP,274,4,0,,2025-01-16 20:00:35,1
16117,2951,5286,25,Cafetería,400,4,0,,2025-01-19 13:27:13,0
16118,2951,5286,12,Bar,425,3,0,,2025-01-26 00:57:28,0
16119,2951,5286,23,Conferencias,429,5,0,,2025-01-23 01:57:02,0
16120,2951,5286,11,Masajes,123,2,0,,2025-01-17 15:02:33,0
16121,2951,5286,1,Spa,73,4,0,,2025-01-22 03:27:19,0
16122,2951,5286,16,Salón VIP,437,5,0,,2025-01-20 02:50:33,0
16123,2951,5286,26,Niñera,478,5,0,,2025-01-20 04:00:59,1
16124,2952,5288,5,Room Service,445,4,0,,2024-12-05 02:53:02,1
16125,2952,5288,21,Excursiones,463,3,0,,2024-12-05 07:44:23,0
16126,2952,5288,3,Desayuno,200,3,0,,2024-12-08 14:01:35,1
16127,2952,5288,5,Room Service,445,3,0,,2024-12-01 16:09:54,0
16128,2952,5288,26,Niñera,478,3,1,2026-04-30 21:44:55,2024-12-02 16:55:14,0
16129,2952,5288,24,Buffet,243,4,1,2026-05-08 01:51:53,2024-12-07 09:02:44,0
16130,2952,5288,1,Spa,73,4,0,,2024-12-02 11:54:29,0
16131,2952,5288,14,Parqueadero,181,3,0,,2024-12-02 20:05:58,0
16132,2952,5288,7,Transporte,343,3,0,,2024-12-03 18:57:57,0
16133,2953,5289,27,Alquiler Auto,193,5,0,,2024-09-30 17:45:17,1
16134,2953,5289,1,Spa,73,2,0,,2024-10-02 13:16:01,0
16135,2953,5289,6,Minibar,376,1,0,,2024-10-02 04:57:39,1
16136,2953,5289,23,Conferencias,429,3,0,,2024-09-30 03:45:16,1
16137,2953,5289,24,Buffet,243,2,0,,2024-10-01 00:47:34,1
16138,2953,5289,25,Cafetería,400,2,0,,2024-10-02 13:15:41,1
16139,2953,5289,8,Piscina,435,2,0,,2024-10-03 16:33:31,1
16140,2953,5289,16,Salón VIP,437,5,0,,2024-10-03 21:30:38,0
16141,2953,5289,8,Piscina,435,4,0,,2024-10-02 02:46:44,1
16142,2956,5292,18,Limpieza Extra,405,1,0,,2025-07-29 13:18:34,0
16143,2957,5293,25,Cafetería,400,4,0,,2025-12-20 07:40:28,1
16144,2957,5293,14,Parqueadero,181,2,0,,2025-12-11 08:08:56,1
16145,2957,5293,23,Conferencias,429,1,1,2026-04-27 19:05:10,2025-12-13 12:43:56,1
16146,2957,5293,18,Limpieza Extra,405,1,0,,2025-12-22 03:27:29,1
16147,2957,5293,18,Limpieza Extra,405,3,0,,2025-12-15 11:38:08,1
16148,2957,5293,2,Lavandería,88,4,0,,2025-12-25 04:25:34,0
16149,2957,5293,28,Checkin VIP,274,4,0,,2025-12-27 07:43:57,1
16150,2957,5293,6,Minibar,376,4,0,,2025-12-23 14:01:37,1
16151,2957,5293,22,Jacuzzi,159,4,0,,2025-12-11 11:17:04,1
16152,2957,5293,11,Masajes,123,5,0,,2025-12-21 02:29:55,0
16153,2960,5300,2,Lavandería,88,1,0,,2026-06-09 08:15:23,1
16154,2960,5300,8,Piscina,435,4,0,,2026-06-13 08:39:28,0
16155,2960,5300,9,Gimnasio,52,4,1,2026-01-08 14:26:20,2026-06-07 05:18:49,1
16156,2960,5300,12,Bar,425,1,0,,2026-06-09 04:26:14,1
16157,2960,5300,26,Niñera,478,1,0,,2026-06-15 18:49:41,0
16158,2960,5300,29,Fotografía,208,4,0,,2026-06-14 11:46:47,1
16159,2960,5300,8,Piscina,435,2,0,,2026-06-10 16:00:19,0
16160,2962,5304,27,Alquiler Auto,193,1,0,,2025-12-23 15:26:01,1
16161,2962,5304,11,Masajes,123,3,1,2026-04-03 22:04:15,2025-12-24 15:29:53,0
16162,2962,5304,15,Guardería,283,4,0,,2025-12-12 18:39:23,0
16163,2962,5304,11,Masajes,123,5,0,,2025-12-14 16:20:13,0
16164,2962,5304,12,Bar,425,4,0,,2025-12-16 02:45:58,1
16165,2962,5304,9,Gimnasio,52,1,0,,2025-12-20 09:27:06,1
16166,2962,5304,27,Alquiler Auto,193,3,0,,2025-12-26 17:20:46,1
16167,2962,5304,26,Niñera,478,5,0,,2025-12-16 22:54:33,1
16168,2962,5304,15,Guardería,283,3,0,,2025-12-16 21:28:20,0
